merged_image_id,merged_file_path,merged_label_path,split,original_zip,original_split,species_inferred_from_zip,image_id,file_path,common_name,order,family,species,wing_count,forewing_type,mouthpart_type,antenna_type,antenna_type_alt,leg_specialization,body_shape,waist_shape,image_quality,annotator,visibility_notes,notes
apis_mellifera_img_000148,train/images/apis_mellifera_img_000148.jpg,train/labels/apis_mellifera_img_000148.txt,train,apis-mellifera-linnaeus.yolov8.zip,valid,Apis mellifera,img_000148,Dataset/Apis mellifera Linnaeus/img_000148.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000155,train/images/apis_mellifera_img_000155.jpg,train/labels/apis_mellifera_img_000155.txt,train,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000155,Dataset/Apis mellifera Linnaeus/img_000155.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000161,train/images/apis_mellifera_img_000161.jpg,train/labels/apis_mellifera_img_000161.txt,train,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000161,Dataset/Apis mellifera Linnaeus/img_000161.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000151,train/images/apis_mellifera_img_000151.jpg,train/labels/apis_mellifera_img_000151.txt,train,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000151,Dataset/Apis mellifera Linnaeus/img_000151.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000124,train/images/apis_mellifera_img_000124.jpg,train/labels/apis_mellifera_img_000124.txt,train,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000124,Dataset/Apis mellifera Linnaeus/img_000124.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000118,train/images/apis_mellifera_img_000118.jpg,train/labels/apis_mellifera_img_000118.txt,train,apis-mellifera-linnaeus.yolov8.zip,test,Apis mellifera,img_000118,Dataset/Apis mellifera Linnaeus/img_000118.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000135,train/images/apis_mellifera_img_000135.jpg,train/labels/apis_mellifera_img_000135.txt,train,apis-mellifera-linnaeus.yolov8.zip,valid,Apis mellifera,img_000135,Dataset/Apis mellifera Linnaeus/img_000135.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000157,train/images/apis_mellifera_img_000157.jpg,train/labels/apis_mellifera_img_000157.txt,train,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000157,Dataset/Apis mellifera Linnaeus/img_000157.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000121,train/images/apis_mellifera_img_000121.jpg,train/labels/apis_mellifera_img_000121.txt,train,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000121,Dataset/Apis mellifera Linnaeus/img_000121.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000154,train/images/apis_mellifera_img_000154.jpg,train/labels/apis_mellifera_img_000154.txt,train,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000154,Dataset/Apis mellifera Linnaeus/img_000154.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000117,train/images/apis_mellifera_img_000117.jpg,train/labels/apis_mellifera_img_000117.txt,train,apis-mellifera-linnaeus.yolov8.zip,test,Apis mellifera,img_000117,Dataset/Apis mellifera Linnaeus/img_000117.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000150,train/images/apis_mellifera_img_000150.jpg,train/labels/apis_mellifera_img_000150.txt,train,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000150,Dataset/Apis mellifera Linnaeus/img_000150.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000139,train/images/apis_mellifera_img_000139.jpg,train/labels/apis_mellifera_img_000139.txt,train,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000139,Dataset/Apis mellifera Linnaeus/img_000139.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000164,train/images/apis_mellifera_img_000164.jpg,train/labels/apis_mellifera_img_000164.txt,train,apis-mellifera-linnaeus.yolov8.zip,valid,Apis mellifera,img_000164,Dataset/Apis mellifera Linnaeus/img_000164.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000140,train/images/apis_mellifera_img_000140.jpg,train/labels/apis_mellifera_img_000140.txt,train,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000140,Dataset/Apis mellifera Linnaeus/img_000140.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000142,train/images/apis_mellifera_img_000142.jpg,train/labels/apis_mellifera_img_000142.txt,train,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000142,Dataset/Apis mellifera Linnaeus/img_000142.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000116,train/images/apis_mellifera_img_000116.jpg,train/labels/apis_mellifera_img_000116.txt,train,apis-mellifera-linnaeus.yolov8.zip,valid,Apis mellifera,img_000116,Dataset/Apis mellifera Linnaeus/img_000116.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000156,train/images/apis_mellifera_img_000156.jpg,train/labels/apis_mellifera_img_000156.txt,train,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000156,Dataset/Apis mellifera Linnaeus/img_000156.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000122,train/images/apis_mellifera_img_000122.jpg,train/labels/apis_mellifera_img_000122.txt,train,apis-mellifera-linnaeus.yolov8.zip,valid,Apis mellifera,img_000122,Dataset/Apis mellifera Linnaeus/img_000122.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000130,train/images/apis_mellifera_img_000130.jpg,train/labels/apis_mellifera_img_000130.txt,train,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000130,Dataset/Apis mellifera Linnaeus/img_000130.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000143,train/images/apis_mellifera_img_000143.jpg,train/labels/apis_mellifera_img_000143.txt,train,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000143,Dataset/Apis mellifera Linnaeus/img_000143.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000133,train/images/apis_mellifera_img_000133.jpg,train/labels/apis_mellifera_img_000133.txt,train,apis-mellifera-linnaeus.yolov8.zip,test,Apis mellifera,img_000133,Dataset/Apis mellifera Linnaeus/img_000133.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000126,train/images/apis_mellifera_img_000126.jpg,train/labels/apis_mellifera_img_000126.txt,train,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000126,Dataset/Apis mellifera Linnaeus/img_000126.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000141,train/images/apis_mellifera_img_000141.jpg,train/labels/apis_mellifera_img_000141.txt,train,apis-mellifera-linnaeus.yolov8.zip,test,Apis mellifera,img_000141,Dataset/Apis mellifera Linnaeus/img_000141.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000152,train/images/apis_mellifera_img_000152.jpg,train/labels/apis_mellifera_img_000152.txt,train,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000152,Dataset/Apis mellifera Linnaeus/img_000152.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000137,valid/images/apis_mellifera_img_000137.jpg,valid/labels/apis_mellifera_img_000137.txt,valid,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000137,Dataset/Apis mellifera Linnaeus/img_000137.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000145,valid/images/apis_mellifera_img_000145.jpg,valid/labels/apis_mellifera_img_000145.txt,valid,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000145,Dataset/Apis mellifera Linnaeus/img_000145.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000120,valid/images/apis_mellifera_img_000120.jpg,valid/labels/apis_mellifera_img_000120.txt,valid,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000120,Dataset/Apis mellifera Linnaeus/img_000120.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000159,valid/images/apis_mellifera_img_000159.jpg,valid/labels/apis_mellifera_img_000159.txt,valid,apis-mellifera-linnaeus.yolov8.zip,valid,Apis mellifera,img_000159,Dataset/Apis mellifera Linnaeus/img_000159.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000119,valid/images/apis_mellifera_img_000119.jpg,valid/labels/apis_mellifera_img_000119.txt,valid,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000119,Dataset/Apis mellifera Linnaeus/img_000119.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000138,valid/images/apis_mellifera_img_000138.jpg,valid/labels/apis_mellifera_img_000138.txt,valid,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000138,Dataset/Apis mellifera Linnaeus/img_000138.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000131,valid/images/apis_mellifera_img_000131.jpg,valid/labels/apis_mellifera_img_000131.txt,valid,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000131,Dataset/Apis mellifera Linnaeus/img_000131.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000136,valid/images/apis_mellifera_img_000136.jpg,valid/labels/apis_mellifera_img_000136.txt,valid,apis-mellifera-linnaeus.yolov8.zip,valid,Apis mellifera,img_000136,Dataset/Apis mellifera Linnaeus/img_000136.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000113,valid/images/apis_mellifera_img_000113.jpg,valid/labels/apis_mellifera_img_000113.txt,valid,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000113,Dataset/Apis mellifera Linnaeus/img_000113.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000115,valid/images/apis_mellifera_img_000115.jpg,valid/labels/apis_mellifera_img_000115.txt,valid,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000115,Dataset/Apis mellifera Linnaeus/img_000115.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000160,valid/images/apis_mellifera_img_000160.jpg,valid/labels/apis_mellifera_img_000160.txt,valid,apis-mellifera-linnaeus.yolov8.zip,valid,Apis mellifera,img_000160,Dataset/Apis mellifera Linnaeus/img_000160.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000129,test/images/apis_mellifera_img_000129.jpg,test/labels/apis_mellifera_img_000129.txt,test,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000129,Dataset/Apis mellifera Linnaeus/img_000129.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000163,test/images/apis_mellifera_img_000163.jpg,test/labels/apis_mellifera_img_000163.txt,test,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000163,Dataset/Apis mellifera Linnaeus/img_000163.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000144,test/images/apis_mellifera_img_000144.jpg,test/labels/apis_mellifera_img_000144.txt,test,apis-mellifera-linnaeus.yolov8.zip,train,Apis mellifera,img_000144,Dataset/Apis mellifera Linnaeus/img_000144.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000123,test/images/apis_mellifera_img_000123.jpg,test/labels/apis_mellifera_img_000123.txt,test,apis-mellifera-linnaeus.yolov8.zip,valid,Apis mellifera,img_000123,Dataset/Apis mellifera Linnaeus/img_000123.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000128,test/images/apis_mellifera_img_000128.jpg,test/labels/apis_mellifera_img_000128.txt,test,apis-mellifera-linnaeus.yolov8.zip,valid,Apis mellifera,img_000128,Dataset/Apis mellifera Linnaeus/img_000128.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
apis_mellifera_img_000158,test/images/apis_mellifera_img_000158.jpg,test/labels/apis_mellifera_img_000158.txt,test,apis-mellifera-linnaeus.yolov8.zip,test,Apis mellifera,img_000158,Dataset/Apis mellifera Linnaeus/img_000158.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,,
coccinella_septempunctata_img_000048,train/images/coccinella_septempunctata_img_000048.jpg,train/labels/coccinella_septempunctata_img_000048.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,valid,Coccinella septempunctata,img_000048,Dataset/Coccinella septempunctata Linnaeus/img_000048.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,high,Bruno,completo,
coccinella_septempunctata_img_000028,train/images/coccinella_septempunctata_img_000028.jpg,train/labels/coccinella_septempunctata_img_000028.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,test,Coccinella septempunctata,img_000028,Dataset/Coccinella septempunctata Linnaeus/img_000028.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,high,Bruno,completo,
coccinella_septempunctata_img_000016,train/images/coccinella_septempunctata_img_000016.jpg,train/labels/coccinella_septempunctata_img_000016.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,valid,Coccinella septempunctata,img_000016,Dataset/Coccinella septempunctata Linnaeus/img_000016.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,high,Bruno,completo,
coccinella_septempunctata_img_000026,train/images/coccinella_septempunctata_img_000026.jpg,train/labels/coccinella_septempunctata_img_000026.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,train,Coccinella septempunctata,img_000026,Dataset/Coccinella septempunctata Linnaeus/img_000026.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,medium,Bruno,completo,
coccinella_septempunctata_img_000009,train/images/coccinella_septempunctata_img_000009.jpg,train/labels/coccinella_septempunctata_img_000009.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,train,Coccinella septempunctata,img_000009,Dataset/Coccinella septempunctata Linnaeus/img_000009.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,low,Bruno,completo,
coccinella_septempunctata_img_000044,train/images/coccinella_septempunctata_img_000044.jpg,train/labels/coccinella_septempunctata_img_000044.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,test,Coccinella septempunctata,img_000044,Dataset/Coccinella septempunctata Linnaeus/img_000044.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,high,Bruno,completo,
coccinella_septempunctata_img_000056,train/images/coccinella_septempunctata_img_000056.jpg,train/labels/coccinella_septempunctata_img_000056.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,valid,Coccinella septempunctata,img_000056,Dataset/Coccinella septempunctata Linnaeus/img_000056.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,high,Bruno,completo,
coccinella_septempunctata_img_000014,train/images/coccinella_septempunctata_img_000014.jpg,train/labels/coccinella_septempunctata_img_000014.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,train,Coccinella septempunctata,img_000014,Dataset/Coccinella septempunctata Linnaeus/img_000014.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,medium,Bruno,completo,
coccinella_septempunctata_img_000004,train/images/coccinella_septempunctata_img_000004.jpg,train/labels/coccinella_septempunctata_img_000004.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,train,Coccinella septempunctata,img_000004,Dataset/Coccinella septempunctata Linnaeus/img_000004.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,medium,Bruno,completo,
coccinella_septempunctata_img_000045,train/images/coccinella_septempunctata_img_000045.jpg,train/labels/coccinella_septempunctata_img_000045.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,train,Coccinella septempunctata,img_000045,Dataset/Coccinella septempunctata Linnaeus/img_000045.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,high,Bruno,completo,
coccinella_septempunctata_img_000041,train/images/coccinella_septempunctata_img_000041.jpg,train/labels/coccinella_septempunctata_img_000041.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,test,Coccinella septempunctata,img_000041,Dataset/Coccinella septempunctata Linnaeus/img_000041.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,medium,Bruno,completo,
coccinella_septempunctata_img_000049,train/images/coccinella_septempunctata_img_000049.jpg,train/labels/coccinella_septempunctata_img_000049.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,train,Coccinella septempunctata,img_000049,Dataset/Coccinella septempunctata Linnaeus/img_000049.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,high,Bruno,completo,
coccinella_septempunctata_img_000040,train/images/coccinella_septempunctata_img_000040.jpg,train/labels/coccinella_septempunctata_img_000040.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,train,Coccinella septempunctata,img_000040,Dataset/Coccinella septempunctata Linnaeus/img_000040.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,high,Bruno,completo,
coccinella_septempunctata_img_000024,train/images/coccinella_septempunctata_img_000024.jpg,train/labels/coccinella_septempunctata_img_000024.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,train,Coccinella septempunctata,img_000024,Dataset/Coccinella septempunctata Linnaeus/img_000024.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,high,Bruno,completo,
coccinella_septempunctata_img_000013,train/images/coccinella_septempunctata_img_000013.jpg,train/labels/coccinella_septempunctata_img_000013.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,train,Coccinella septempunctata,img_000013,Dataset/Coccinella septempunctata Linnaeus/img_000013.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,high,Bruno,completo,
coccinella_septempunctata_img_000053,train/images/coccinella_septempunctata_img_000053.jpg,train/labels/coccinella_septempunctata_img_000053.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,valid,Coccinella septempunctata,img_000053,Dataset/Coccinella septempunctata Linnaeus/img_000053.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,medium,Bruno,completo,
coccinella_septempunctata_img_000002,train/images/coccinella_septempunctata_img_000002.jpg,train/labels/coccinella_septempunctata_img_000002.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,train,Coccinella septempunctata,img_000002,Dataset/Coccinella septempunctata Linnaeus/img_000002.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,high,Bruno,completo,
coccinella_septempunctata_img_000059,train/images/coccinella_septempunctata_img_000059.jpg,train/labels/coccinella_septempunctata_img_000059.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,train,Coccinella septempunctata,img_000059,Dataset/Coccinella septempunctata Linnaeus/img_000059.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,medium,Bruno,completo,
coccinella_septempunctata_img_000047,train/images/coccinella_septempunctata_img_000047.jpg,train/labels/coccinella_septempunctata_img_000047.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,valid,Coccinella septempunctata,img_000047,Dataset/Coccinella septempunctata Linnaeus/img_000047.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,high,Bruno,completo,
coccinella_septempunctata_img_000035,train/images/coccinella_septempunctata_img_000035.jpg,train/labels/coccinella_septempunctata_img_000035.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,valid,Coccinella septempunctata,img_000035,Dataset/Coccinella septempunctata Linnaeus/img_000035.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,low,Bruno,completo,
coccinella_septempunctata_img_000036,train/images/coccinella_septempunctata_img_000036.jpg,train/labels/coccinella_septempunctata_img_000036.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,train,Coccinella septempunctata,img_000036,Dataset/Coccinella septempunctata Linnaeus/img_000036.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,high,Bruno,completo,
coccinella_septempunctata_img_000031,train/images/coccinella_septempunctata_img_000031.jpg,train/labels/coccinella_septempunctata_img_000031.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,train,Coccinella septempunctata,img_000031,Dataset/Coccinella septempunctata Linnaeus/img_000031.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,medium,Bruno,completo,
coccinella_septempunctata_img_000015,train/images/coccinella_septempunctata_img_000015.jpg,train/labels/coccinella_septempunctata_img_000015.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,train,Coccinella septempunctata,img_000015,Dataset/Coccinella septempunctata Linnaeus/img_000015.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,high,Bruno,completo,
coccinella_septempunctata_img_000005,train/images/coccinella_septempunctata_img_000005.jpg,train/labels/coccinella_septempunctata_img_000005.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,train,Coccinella septempunctata,img_000005,Dataset/Coccinella septempunctata Linnaeus/img_000005.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,high,Bruno,completo,
coccinella_septempunctata_img_000027,train/images/coccinella_septempunctata_img_000027.jpg,train/labels/coccinella_septempunctata_img_000027.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,train,Coccinella septempunctata,img_000027,Dataset/Coccinella septempunctata Linnaeus/img_000027.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,medium,Bruno,completo,
coccinella_septempunctata_img_000017,train/images/coccinella_septempunctata_img_000017.jpg,train/labels/coccinella_septempunctata_img_000017.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,train,Coccinella septempunctata,img_000017,Dataset/Coccinella septempunctata Linnaeus/img_000017.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,high,Bruno,completo,
coccinella_septempunctata_img_000030,train/images/coccinella_septempunctata_img_000030.jpg,train/labels/coccinella_septempunctata_img_000030.txt,train,Coccinella septempunctata Linnae Sin aumentacion.zip,train,Coccinella septempunctata,img_000030,Dataset/Coccinella septempunctata Linnaeus/img_000030.jpg,sevenspotted lady beetle,Coleoptera,Coccinellidae,septempunctata,two_pairs,elytra,chewing,clavate,,generalist,rounded_domed,no_waist,high,Bruno,completo,
