image_id,"file_path
",common_name,order,family,species,wing_count,forewing_type,mouthpart_type,antenna_type,antenna_type_alt,leg_specialization,body_shape,waist_shape,image_quality,annotator,visibility_notes
img_000128,Dataset/Apis mellifera Linnaeus/img_000128.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000129,Dataset/Apis mellifera Linnaeus/img_000129.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000130,Dataset/Apis mellifera Linnaeus/img_000130.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000131,Dataset/Apis mellifera Linnaeus/img_000131.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000132,Dataset/Apis mellifera Linnaeus/img_000132.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000133,Dataset/Apis mellifera Linnaeus/img_000133.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000134,Dataset/Apis mellifera Linnaeus/img_000134.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000135,Dataset/Apis mellifera Linnaeus/img_000135.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000136,Dataset/Apis mellifera Linnaeus/img_000136.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000137,Dataset/Apis mellifera Linnaeus/img_000137.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000138,Dataset/Apis mellifera Linnaeus/img_000138.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000139,Dataset/Apis mellifera Linnaeus/img_000139.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000140,Dataset/Apis mellifera Linnaeus/img_000140.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000141,Dataset/Apis mellifera Linnaeus/img_000141.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000142,Dataset/Apis mellifera Linnaeus/img_000142.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000143,Dataset/Apis mellifera Linnaeus/img_000143.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000144,Dataset/Apis mellifera Linnaeus/img_000144.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000145,Dataset/Apis mellifera Linnaeus/img_000145.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000146,Dataset/Apis mellifera Linnaeus/img_000146.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000147,Dataset/Apis mellifera Linnaeus/img_000147.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000148,Dataset/Apis mellifera Linnaeus/img_000148.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000149,Dataset/Apis mellifera Linnaeus/img_000149.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000150,Dataset/Apis mellifera Linnaeus/img_000150.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000151,Dataset/Apis mellifera Linnaeus/img_000151.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000152,Dataset/Apis mellifera Linnaeus/img_000152.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000153,Dataset/Apis mellifera Linnaeus/img_000153.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000154,Dataset/Apis mellifera Linnaeus/img_000154.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000155,Dataset/Apis mellifera Linnaeus/img_000155.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000156,Dataset/Apis mellifera Linnaeus/img_000156.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000157,Dataset/Apis mellifera Linnaeus/img_000157.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000158,Dataset/Apis mellifera Linnaeus/img_000158.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000159,Dataset/Apis mellifera Linnaeus/img_000159.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000160,Dataset/Apis mellifera Linnaeus/img_000160.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000161,Dataset/Apis mellifera Linnaeus/img_000161.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000162,Dataset/Apis mellifera Linnaeus/img_000162.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000163,Dataset/Apis mellifera Linnaeus/img_000163.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000164,Dataset/Apis mellifera Linnaeus/img_000164.jpg,honey bee,Hymenoptera,Apidae,mellifera,two_pairs,membranous,chewing,filiform,,generalist,elongated,narrow_waist,,Angel,
img_000165,Dataset/Mantis religiosa Linnaeus/img_000165.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000166,Dataset/Mantis religiosa Linnaeus/img_000166.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000167,Dataset/Mantis religiosa Linnaeus/img_000167.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000168,Dataset/Mantis religiosa Linnaeus/img_000168.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000169,Dataset/Mantis religiosa Linnaeus/img_000169.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000170,Dataset/Mantis religiosa Linnaeus/img_000170.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000171,Dataset/Mantis religiosa Linnaeus/img_000171.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000172,Dataset/Mantis religiosa Linnaeus/img_000172.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000173,Dataset/Mantis religiosa Linnaeus/img_000173.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000174,Dataset/Mantis religiosa Linnaeus/img_000174.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000175,Dataset/Mantis religiosa Linnaeus/img_000175.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000176,Dataset/Mantis religiosa Linnaeus/img_000176.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000177,Dataset/Mantis religiosa Linnaeus/img_000177.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000178,Dataset/Mantis religiosa Linnaeus/img_000178.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000179,Dataset/Mantis religiosa Linnaeus/img_000179.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000180,Dataset/Mantis religiosa Linnaeus/img_000180.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000181,Dataset/Mantis religiosa Linnaeus/img_000181.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000182,Dataset/Mantis religiosa Linnaeus/img_000182.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000183,Dataset/Mantis religiosa Linnaeus/img_000183.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000184,Dataset/Mantis religiosa Linnaeus/img_000184.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000185,Dataset/Mantis religiosa Linnaeus/img_000185.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000186,Dataset/Mantis religiosa Linnaeus/img_000186.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000187,Dataset/Mantis religiosa Linnaeus/img_000187.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000188,Dataset/Mantis religiosa Linnaeus/img_000188.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000189,Dataset/Mantis religiosa Linnaeus/img_000189.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000190,Dataset/Mantis religiosa Linnaeus/img_000190.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000191,Dataset/Mantis religiosa Linnaeus/img_000191.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000192,Dataset/Mantis religiosa Linnaeus/img_000192.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000193,Dataset/Mantis religiosa Linnaeus/img_000193.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000194,Dataset/Mantis religiosa Linnaeus/img_000194.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000195,Dataset/Mantis religiosa Linnaeus/img_000195.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000196,Dataset/Mantis religiosa Linnaeus/img_000196.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000197,Dataset/Mantis religiosa Linnaeus/img_000197.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000198,Dataset/Mantis religiosa Linnaeus/img_000198.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000199,Dataset/Mantis religiosa Linnaeus/img_000199.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000200,Dataset/Mantis religiosa Linnaeus/img_000200.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000201,Dataset/Mantis religiosa Linnaeus/img_000201.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000202,Dataset/Mantis religiosa Linnaeus/img_000202.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000203,Dataset/Mantis religiosa Linnaeus/img_000203.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000204,Dataset/Mantis religiosa Linnaeus/img_000204.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000205,Dataset/Mantis religiosa Linnaeus/img_000205.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000206,Dataset/Mantis religiosa Linnaeus/img_000206.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000207,Dataset/Mantis religiosa Linnaeus/img_000207.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000208,Dataset/Mantis religiosa Linnaeus/img_000208.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000209,Dataset/Mantis religiosa Linnaeus/img_000209.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000210,Dataset/Mantis religiosa Linnaeus/img_000210.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000211,Dataset/Mantis religiosa Linnaeus/img_000211.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000212,Dataset/Mantis religiosa Linnaeus/img_000212.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000213,Dataset/Mantis religiosa Linnaeus/img_000213.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000214,Dataset/Mantis religiosa Linnaeus/img_000214.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000215,Dataset/Mantis religiosa Linnaeus/img_000215.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000216,Dataset/Mantis religiosa Linnaeus/img_000216.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000217,Dataset/Mantis religiosa Linnaeus/img_000217.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000218,Dataset/Mantis religiosa Linnaeus/img_000218.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000219,Dataset/Mantis religiosa Linnaeus/img_000219.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000220,Dataset/Mantis religiosa Linnaeus/img_000220.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000221,Dataset/Mantis religiosa Linnaeus/img_000221.jpg,European mantid,Mantodea,Mantidae,religiosa,two_pairs,tegmina,chewing,filiform,,grasping,elongated,no_waist,,Angel,
img_000222,Dataset/Dissosteira carolina (Linnaeus)/img_000222.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000223,Dataset/Dissosteira carolina (Linnaeus)/img_000223.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000224,Dataset/Dissosteira carolina (Linnaeus)/img_000224.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000225,Dataset/Dissosteira carolina (Linnaeus)/img_000225.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000226,Dataset/Dissosteira carolina (Linnaeus)/img_000226.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000227,Dataset/Dissosteira carolina (Linnaeus)/img_000227.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000228,Dataset/Dissosteira carolina (Linnaeus)/img_000228.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000229,Dataset/Dissosteira carolina (Linnaeus)/img_000229.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000230,Dataset/Dissosteira carolina (Linnaeus)/img_000230.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000231,Dataset/Dissosteira carolina (Linnaeus)/img_000231.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000232,Dataset/Dissosteira carolina (Linnaeus)/img_000232.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000233,Dataset/Dissosteira carolina (Linnaeus)/img_000233.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000234,Dataset/Dissosteira carolina (Linnaeus)/img_000234.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000235,Dataset/Dissosteira carolina (Linnaeus)/img_000235.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000236,Dataset/Dissosteira carolina (Linnaeus)/img_000236.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000237,Dataset/Dissosteira carolina (Linnaeus)/img_000237.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000238,Dataset/Dissosteira carolina (Linnaeus)/img_000238.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000239,Dataset/Dissosteira carolina (Linnaeus)/img_000239.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000240,Dataset/Dissosteira carolina (Linnaeus)/img_000240.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000241,Dataset/Dissosteira carolina (Linnaeus)/img_000241.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000242,Dataset/Dissosteira carolina (Linnaeus)/img_000242.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000243,Dataset/Dissosteira carolina (Linnaeus)/img_000243.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000244,Dataset/Dissosteira carolina (Linnaeus)/img_000244.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000245,Dataset/Dissosteira carolina (Linnaeus)/img_000245.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000246,Dataset/Dissosteira carolina (Linnaeus)/img_000246.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000247,Dataset/Dissosteira carolina (Linnaeus)/img_000247.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000248,Dataset/Dissosteira carolina (Linnaeus)/img_000248.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000249,Dataset/Dissosteira carolina (Linnaeus)/img_000249.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000250,Dataset/Dissosteira carolina (Linnaeus)/img_000250.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000251,Dataset/Dissosteira carolina (Linnaeus)/img_000251.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000252,Dataset/Dissosteira carolina (Linnaeus)/img_000252.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000253,Dataset/Dissosteira carolina (Linnaeus)/img_000253.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000254,Dataset/Dissosteira carolina (Linnaeus)/img_000254.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000255,Dataset/Dissosteira carolina (Linnaeus)/img_000255.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000256,Dataset/Dissosteira carolina (Linnaeus)/img_000256.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000257,Dataset/Dissosteira carolina (Linnaeus)/img_000257.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000258,Dataset/Dissosteira carolina (Linnaeus)/img_000258.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000259,Dataset/Dissosteira carolina (Linnaeus)/img_000259.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000260,Dataset/Dissosteira carolina (Linnaeus)/img_000260.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000261,Dataset/Dissosteira carolina (Linnaeus)/img_000261.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000262,Dataset/Dissosteira carolina (Linnaeus)/img_000262.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000263,Dataset/Dissosteira carolina (Linnaeus)/img_000263.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000264,Dataset/Dissosteira carolina (Linnaeus)/img_000264.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000265,Dataset/Dissosteira carolina (Linnaeus)/img_000265.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000266,Dataset/Dissosteira carolina (Linnaeus)/img_000266.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000267,Dataset/Dissosteira carolina (Linnaeus)/img_000267.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000268,Dataset/Dissosteira carolina (Linnaeus)/img_000268.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000269,Dataset/Dissosteira carolina (Linnaeus)/img_000269.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
